sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.6614;4.8848;10.8409;-1.7899;2.1856;9.3909;3.5075;1.4982;2.0212;0.8997;-1.113;-0.9028;0.6225;-14.08;-25.91;-38.42;118.73;-9.54;16.42;5.0;41.522;47.666527;9.163702;441.43;NaN;0.0;3.790092;;17 / 20;10;2022-01-19 18:50:48:853
10.6315;12.311;-0.7458;1.8428;8.8245;3.8603;1.7331;-3.3684;-0.8462;0.3748;1.9062;0.5616;0.6225;-28.59;-39.45;-5.01;104.59;-58.61;-23.94;0.0;38.09;47.666523;9.163706;441.74;NaN;0.0;3.790092;;17 / 20;509;2022-01-19 18:50:49:352
6.0633;6.696;-0.3603;2.3408;9.4821;-0.8842;-0.9325;-0.4584;-0.7359;1.2245;-0.0383;-0.3975;0.6225;-33.0;-34.89;10.56;13.14;-72.74;-99.77;0.0;57.43;47.666523;9.163706;441.74;NaN;0.0;3.790092;;17 / 20;1009;2022-01-19 18:50:49:852
-4.1964;9.9222;-4.0037;1.3201;8.8198;-4.0791;-0.4083;-1.2266;0.7154;0.6656;-0.449;-0.5116;0.6225;-30.75;-29.64;21.92;322.53;-66.58;-148.76;0.0;54.684;47.666523;9.163706;441.74;NaN;0.0;3.790092;;17 / 20;1508;2022-01-19 18:50:50:351
1.7418;8.2408;-5.7168;1.454;8.4155;-4.8204;1.0886;-0.258;-0.1201;0.026;0.2454;0.4007;0.6225;-24.53;-26.96;32.87;320.24;-59.52;-165.57;0.0;58.1;47.666523;9.163706;441.74;NaN;0.0;3.790092;;17 / 20;2008;2022-01-19 18:50:50:851
4.0294;7.51;-5.053;3.9979;8.0644;-3.8926;-0.0372;-1.0051;-1.3233;-0.1242;0.2751;0.0598;0.6225;-36.81;-23.27;21.34;332.59;-55.32;-134.24;0.0;41.791;47.666523;9.163706;441.74;NaN;0.0;3.790092;;17 / 20;2509;2022-01-19 18:50:51:352
3.0305;5.2942;-4.6819;4.2632;8.293;-3.0367;-0.5502;-0.4438;-1.2975;-0.3296;-0.2804;-0.0401;0.6225;-36.96;-23.79;18.69;344.4;-56.35;-125.28;0.0;45.143;47.666523;9.163706;441.74;NaN;0.0;3.790092;;17 / 20;3008;2022-01-19 18:50:51:851
4.3006;9.0579;3.4584;3.5549;9.1387;0.13;2.7846;3.9564;-0.4108;-2.4333;-1.6522;-0.3145;0.6225;-33.23;-35.79;9.69;32.87;-68.73;-87.91;0.0;52.812;47.66652;9.163715;441.83;NaN;2.48;3.790092;117.9;17 / 20;3508;2022-01-19 18:50:52:351
-1.312;12.6677;6.8959;1.4024;9.0317;3.554;2.3872;3.1509;1.2228;-0.6327;0.6078;-0.9907;0.6225;-21.15;-45.11;0.15;93.77;-67.44;-47.3;0.0;46.378;47.66652;9.163715;441.83;NaN;2.48;3.790092;117.9;17 / 20;4008;2022-01-19 18:50:52:851
2.7839;8.8448;5.7341;0.9991;8.6562;4.4991;0.6259;2.0075;-0.8152;0.7178;-0.5129;-0.3877;0.6225;-17.36;-47.21;-3.97;128.78;-63.54;-18.72;0.0;43.427;47.66651;9.163739;442.31;NaN;8.39;3.790092;119.4;17 / 20;4507;2022-01-19 18:50:53:350
2.1302;9.9102;1.6544;1.8511;9.2733;2.598;-0.9009;-0.9343;-1.8548;0.5526;-0.6061;0.0269;0.6225;-15.73;-46.56;4.43;134.47;-66.69;-24.12;0.0;43.788;47.66651;9.163739;442.31;NaN;8.39;3.790092;119.4;17 / 20;5008;2022-01-19 18:50:53:851
3.8211;9.1297;-2.964;2.7977;9.3632;-0.8202;0.8813;0.8477;-0.3736;-0.1736;-0.0831;0.333;0.6225;-16.14;-38.53;24.6;63.35;-72.7;-106.34;0.0;44.049;47.6665;9.16376;442.76;NaN;6.34;3.790092;133.4;17 / 20;5507;2022-01-19 18:50:54:350
2.8557;8.0325;-2.0417;4.1389;8.8845;-0.3237;-1.3606;-1.7529;-1.4238;-0.5039;-0.2202;-0.0634;0.6225;-11.55;-42.6;19.8;97.47;-64.74;-99.71;0.0;43.829;47.6665;9.16376;442.76;NaN;6.34;3.790092;133.4;17 / 20;6008;2022-01-19 18:50:54:851
1.7442;8.4372;5.7485;2.8755;8.151;4.6329;-1.0388;-0.5805;-0.4058;-0.8989;-0.3401;0.1893;0.6225;-11.33;-47.18;0.39;136.26;-68.77;-56.25;0.0;50.983;47.666485;9.163778;442.86;NaN;7.63;3.790092;152.4;17 / 20;6507;2022-01-19 18:50:55:350
4.88;11.0385;1.9178;4.2594;8.7946;0.8265;0.2702;1.0501;2.6819;1.2362;0.0651;0.5441;0.6225;-18.62;-43.16;13.69;119.13;-62.84;-56.7;0.0;52.191;47.666485;9.163778;442.86;NaN;7.63;3.790092;152.4;17 / 20;7008;2022-01-19 18:50:55:851
3.644;7.601;-0.741;4.6778;8.6023;-0.537;-2.0042;-0.9448;-0.5118;-0.3375;0.012;-0.3004;0.6225;-24.09;-35.59;23.04;66.55;-57.28;-104.38;0.0;45.365;47.66646;9.16379;442.82;NaN;9.22;3.790092;159.1;17 / 20;7508;2022-01-19 18:50:56:351
1.9339;6.6577;3.9157;2.9899;7.9465;4.9076;-2.35;0.3788;1.3207;1.2519;0.1916;0.5363;0.6225;-20.06;-44.4;-2.61;121.39;-60.74;-43.87;0.0;55.596;47.66646;9.16379;442.82;NaN;9.22;3.790092;159.1;17 / 20;8007;2022-01-19 18:50:56:850
5.5893;6.8181;-2.1159;4.8443;8.4372;-1.2319;-0.8486;-1.7789;-2.8969;0.7402;0.6017;0.0503;0.6225;-31.86;-29.04;21.69;39.04;-59.36;-104.27;0.0;57.909;47.666435;9.163822;443.03;NaN;14.18;3.790092;133.2;17 / 20;8508;2022-01-19 18:50:57:351
0.1371;9.0363;8.1942;3.498;9.0237;1.5833;0.9037;1.7195;-0.9085;-1.9808;0.4786;-0.2154;0.6225;-28.44;-38.51;11.81;42.2;-64.8;-96.3;0.0;59.127;47.666435;9.163822;443.03;NaN;14.18;3.790092;133.2;17 / 20;9008;2022-01-19 18:50:57:851
4.7076;7.0886;-1.3114;4.562;8.68;-0.1284;0.9601;4.5888;3.1616;0.5334;0.5738;-0.2814;0.6225;-35.46;-29.78;18.68;45.85;-62.27;-91.61;0.0;57.662;47.66641;9.163902;443.25;NaN;19.04;3.790092;111.7;17 / 20;9509;2022-01-19 18:50:58:352
0.911;13.7792;9.1596;1.8204;8.6685;4.2088;2.0747;4.1365;1.3327;-3.3571;1.1651;-1.0875;0.6225;-31.01;-36.56;8.36;28.81;-70.7;-87.79;0.0;60.034;47.66641;9.163902;443.25;NaN;19.04;3.790092;111.7;17 / 20;10009;2022-01-19 18:50:58:852
6.3482;8.2935;-1.2635;3.1928;9.1047;1.7553;2.1003;-0.4805;4.5712;1.0003;0.3997;0.0269;0.6225;-34.65;-30.79;10.33;64.02;-68.19;-61.2;0.0;61.737;47.6664;9.163955;444.19;NaN;17.14;3.790092;108.9;17 / 20;10507;2022-01-19 18:50:59:350
-0.076;12.0231;7.5256;1.3765;8.5662;4.5712;1.1789;4.7241;1.2911;-2.9201;1.0791;-1.1622;0.6225;-30.47;-37.37;1.26;36.39;-72.16;-70.03;0.0;57.156;47.6664;9.163955;444.19;NaN;17.14;3.790092;108.9;17 / 20;11008;2022-01-19 18:50:59:851
4.7052;6.3267;-2.557;3.5926;9.057;1.1108;0.5082;4.0748;3.5318;-0.0912;0.4031;-0.1742;0.6225;-34.73;-31.26;10.39;50.73;-67.45;-72.82;0.0;57.17;47.666386;9.164028;444.63;NaN;20.92;3.861657;104.1;17 / 20;11508;2022-01-19 18:51:00:351
0.9206;7.2227;1.6352;0.5637;9.1681;3.4349;-0.8666;2.4612;2.5354;-0.3266;-0.1916;-0.612;0.6225;-25.59;-40.71;-2.53;58.48;-72.57;-50.59;0.0;55.338;47.666386;9.164028;444.63;NaN;20.92;3.861657;104.1;17 / 20;12008;2022-01-19 18:51:00:851
3.4524;7.5292;-2.7964;2.1244;9.5732;-0.1102;-0.5907;-0.8654;0.5129;0.2091;-0.1043;-0.1872;0.6225;-27.97;-36.32;14.48;35.32;-74.9;-92.29;0.0;52.656;47.666374;9.164095;446.06;NaN;19.76;3.887236;102.7;17 / 20;12507;2022-01-19 18:51:01:350
1.2055;12.7779;0.9595;0.8402;9.6947;1.2156;-1.1272;0.6742;0.7417;1.3568;-0.7339;0.8722;0.6225;-27.24;-36.81;10.82;105.76;-81.29;-13.41;0.0;49.547;47.666374;9.164095;446.06;NaN;19.76;3.887236;102.7;17 / 20;13008;2022-01-19 18:51:01:851
2.0464;10.0568;-1.8022;0.9756;9.7577;0.0729;0.9333;-0.7778;-3.0932;-1.5334;0.1249;-0.7055;0.6225;-24.51;-36.69;18.38;15.2;-75.32;-119.48;0.0;51.436;47.66636;9.164149;444.41;NaN;20.45;3.863371;104.1;17 / 20;13508;2022-01-19 18:51:02:351
4.528;10.6913;-1.8381;2.2314;9.4927;1.0392;-1.112;2.1982;1.3919;0.8841;-0.1352;-0.2206;0.6225;-26.81;-38.61;9.26;114.24;-75.65;-12.05;0.0;51.965;47.66636;9.164149;444.41;NaN;20.45;3.863371;104.1;17 / 20;14008;2022-01-19 18:51:02:851
-1.8489;10.6698;8.3402;0.4764;9.1654;3.4554;-0.3467;2.8721;3.2264;-1.7282;0.9327;-0.9433;0.6225;-24.36;-40.69;-4.33;108.6;-69.16;-7.85;0.0;51.125;47.666344;9.164227;444.57;NaN;21.92;3.839645;102.3;17 / 20;14508;2022-01-19 18:51:03:351
1.2198;8.114;1.1007;1.8021;9.3763;2.238;0.124;-0.9593;0.8431;-0.1328;0.0658;-0.2149;0.6225;-27.47;-39.64;6.66;74.08;-72.68;-50.8;0.0;50.77;47.666344;9.164227;444.57;NaN;21.92;3.839645;102.3;17 / 20;15008;2022-01-19 18:51:03:851
0.2328;9.8791;4.0259;-0.1872;8.9673;3.9652;-0.3122;0.2997;0.6921;1.3357;-0.9619;0.7968;0.6225;-25.74;-42.07;-2.46;122.01;-66.12;2.7;0.0;51.156;47.666336;9.164305;444.81;NaN;22.39;3.805673;98.2;17 / 21;15507;2022-01-19 18:51:04:350
2.6857;9.9587;3.3525;0.6939;9.3227;2.9625;2.0746;1.0065;-1.9363;-1.2929;0.4164;-0.27;0.6225;-25.74;-40.18;2.01;93.26;-76.24;-23.07;0.0;53.361;47.666336;9.164305;444.81;NaN;22.39;3.805673;98.2;17 / 21;16007;2022-01-19 18:51:04:850
5.0715;7.668;2.3948;1.8377;9.3262;2.4113;-1.211;3.3084;0.7939;-0.8303;-0.1204;-0.4839;0.6225;-29.32;-38.66;4.58;88.07;-71.99;-37.31;0.0;52.555;47.66633;9.164386;444.92;NaN;21.92;3.943928;99.9;17 / 21;16508;2022-01-19 18:51:05:351
-0.6871;11.13;5.9807;-0.4998;8.5014;4.8628;-1.548;2.4449;2.6028;-0.2225;0.3008;0.0087;0.6225;-21.49;-42.68;-8.03;103.37;-69.56;-8.62;0.0;55.805;47.66633;9.164386;444.92;NaN;21.92;3.943928;99.9;17 / 21;17008;2022-01-19 18:51:05:851
1.3324;9.4673;0.8469;1.6159;9.1343;3.1819;0.129;-1.9918;-0.5604;-0.2972;0.408;-0.6178;0.6225;-25.61;-39.92;-0.62;96.92;-68.66;-26.92;0.0;58.243;47.66632;9.164471;445.28;NaN;24.37;3.82657;102.6;18 / 21;17508;2022-01-19 18:51:06:351
4.2048;8.1523;-2.0345;1.5854;9.0575;3.4087;-1.3884;0.5537;3.346;1.0599;-1.0702;0.8801;0.6225;-28.07;-39.47;2.01;122.69;-62.46;4.42;0.0;53.472;47.66632;9.164471;445.28;NaN;24.37;3.82657;102.6;18 / 21;18007;2022-01-19 18:51:06:850
-1.5018;7.2419;3.8942;-0.2984;8.5759;4.7471;-1.249;3.1932;4.3402;0.6373;0.3643;0.7964;0.6225;-19.97;-42.75;-10.74;102.03;-67.31;-24.72;0.0;57.501;47.666306;9.164553;444.48;NaN;23.44;3.790092;102.7;18 / 21;18508;2022-01-19 18:51:07:351
1.2055;11.9513;3.0819;0.8108;9.0394;3.7152;0.4587;-1.8711;-2.9774;-1.7703;0.9596;-0.7916;0.6225;-26.63;-41.62;-2.1;99.25;-67.0;-26.14;0.0;57.582;47.666306;9.164553;444.48;NaN;23.44;3.790092;102.7;18 / 21;19008;2022-01-19 18:51:07:851
3.2058;5.1721;3.9732;1.8064;8.7116;4.125;1.8378;-0.8373;-2.9253;-0.7546;-0.6297;-0.0289;0.6225;-25.46;-40.29;-3.34;126.74;-55.05;10.94;0.0;56.461;47.666286;9.164642;444.48;NaN;26.14;3.827131;98.6;18 / 21;19507;2022-01-19 18:51:08:350
-0.4812;11.2689;5.691;0.0414;8.178;5.412;-1.4624;0.6287;1.6952;1.4925;-1.1959;0.9358;0.6225;-24.21;-42.58;-11.74;119.58;-56.5;-0.44;0.0;59.967;47.666286;9.164642;444.48;NaN;26.14;3.827131;98.6;18 / 21;20007;2022-01-19 18:51:08:850
-0.6369;10.574;10.9128;-0.1556;8.2034;5.3713;1.0188;1.2701;-0.7005;-2.0773;1.7699;-1.3614;0.6225;-18.47;-45.62;-15.64;123.6;-56.77;1.66;0.0;61.555;47.66627;9.164735;444.29;NaN;27.25;3.790092;105.3;18 / 21;20508;2022-01-19 18:51:09:351
3.2753;6.5733;-0.2358;1.1535;8.8806;3.9967;-0.6623;-0.1462;-2.7706;0.2109;0.3502;-0.5256;0.6225;-26.49;-41.53;-3.97;106.69;-62.86;-23.51;0.0;57.626;47.66627;9.164735;444.29;NaN;27.25;3.790092;105.3;18 / 21;21008;2022-01-19 18:51:09:851
4.0366;7.9703;4.452;1.2773;8.7047;4.332;-1.9707;0.7937;4.2241;-0.5373;-0.2517;-0.2538;0.6225;-28.57;-40.18;-2.01;109.11;-62.58;-16.43;0.0;60.241;47.666256;9.164839;445.16;NaN;27.4;3.790092;103.7;18 / 21;21508;2022-01-19 18:51:10:351
-1.0534;7.1413;10.4818;-1.2192;7.1917;6.5547;-0.0088;1.2973;4.189;0.2409;-0.3558;0.5608;0.6225;-20.85;-41.77;-15.41;125.18;-50.15;12.56;0.0;61.62;47.666256;9.164839;445.16;NaN;27.4;3.790092;103.7;18 / 21;22007;2022-01-19 18:51:10:850
-1.7747;7.68;2.7851;1.1857;8.5388;4.6747;0.6671;-0.4767;-3.1076;-2.5691;1.5498;-1.2981;0.6225;-24.49;-44.1;-3.66;113.16;-59.26;-20.13;0.0;60.104;47.66624;9.164932;444.77;NaN;26.39;3.790092;103.4;18 / 21;22509;2022-01-19 18:51:11:352
1.7298;5.5055;2.2745;2.2726;8.1792;4.9098;1.3711;-0.9494;-0.5561;-0.4365;-0.4059;0.0123;0.6225;-26.61;-42.06;-2.77;118.31;-58.86;-13.7;0.0;57.841;47.66624;9.164932;444.77;NaN;26.39;3.790092;103.4;18 / 21;23008;2022-01-19 18:51:11:851
1.1456;6.9019;3.4704;-0.3104;7.4973;6.3139;-1.9499;1.1205;2.3065;0.7278;-1.2765;0.7921;0.6225;-25.09;-41.61;-7.69;130.81;-49.86;2.81;0.0;62.37;47.66622;9.165021;445.33;NaN;26.86;3.790092;108.8;18 / 21;23507;2022-01-19 18:51:12:350
-3.1544;10.5261;12.4127;0.1028;6.911;6.9569;1.1655;0.9379;6.1244;-1.4145;1.6198;-0.6959;0.6225;-24.06;-42.36;-10.48;111.3;-57.85;-19.9;0.0;62.744;47.66622;9.165021;445.33;NaN;26.86;3.790092;108.8;18 / 21;24008;2022-01-19 18:51:12:851
0.7667;7.932;1.0888;0.7259;8.6435;4.5753;-0.0258;-2.1763;-3.5863;-0.2557;1.0109;-0.9062;0.6225;-23.83;-43.65;-2.74;117.88;-60.07;-24.86;0.0;58.358;47.6662;9.165118;445.4;NaN;27.11;3.790092;103.7;16 / 21;24507;2022-01-19 18:51:13:350
3.055;5.2247;4.4089;1.0455;8.3177;5.0885;-1.6422;1.0822;6.0972;-0.2399;-0.2888;-0.276;0.6225;-23.62;-41.01;-10.63;130.76;-48.44;9.13;0.0;58.02;47.6662;9.165118;445.4;NaN;27.11;3.790092;103.7;16 / 21;25008;2022-01-19 18:51:13:851
-0.1335;8.5353;4.8501;-0.3445;7.5245;6.2796;-0.7043;-1.8124;-1.0832;1.2651;-0.6576;1.0034;0.6225;-20.87;-41.25;-16.54;122.87;-50.11;3.14;0.0;59.512;47.666176;9.165213;445.57;NaN;26.24;3.790092;104.7;16 / 21;25508;2022-01-19 18:51:14:351
-3.6691;9.3069;10.331;0.635;8.2595;5.2487;1.2419;1.1076;-3.6637;-1.2048;0.816;-0.4458;0.6225;-23.29;-43.44;-7.05;121.35;-56.61;-19.19;0.0;60.557;47.666176;9.165213;445.57;NaN;26.24;3.790092;104.7;16 / 21;26007;2022-01-19 18:51:14:850
2.001;7.2754;1.0265;2.1752;7.9825;5.2648;1.678;-3.9571;-1.6614;-0.0134;0.2282;-0.125;0.6225;-28.03;-39.45;-5.19;113.03;-54.49;-22.45;0.0;61.029;47.66616;9.165317;446.05;NaN;28.55;3.790092;101.4;17 / 21;26507;2022-01-19 18:51:15:350
3.7565;-0.7661;-11.9997;1.4196;8.5718;4.5475;-1.1595;-4.392;1.3899;1.3686;-0.811;0.5043;0.6225;-22.11;-42.62;-11.44;129.95;-51.68;2.64;0.0;62.461;47.66616;9.165317;446.05;NaN;28.55;3.790092;101.4;17 / 21;27008;2022-01-19 18:51:15:851
-2.7306;8.181;9.6935;-1.6172;6.8515;6.8273;-1.0796;1.6761;4.5382;1.1084;-1.5698;0.8534;0.6225;-18.71;-41.55;-19.59;130.19;-44.32;13.33;0.0;60.284;47.666153;9.165414;445.41;NaN;26.28;3.790092;95.7;17 / 21;27507;2022-01-19 18:51:16:350
-2.4283;10.1191;11.1043;-0.6538;7.4051;6.3959;1.1251;3.0907;-1.5929;-2.3765;1.697;-1.1535;0.6225;-15.49;-40.29;-21.71;115.61;-58.23;-15.74;0.0;60.213;47.666153;9.165414;445.41;NaN;26.28;3.790092;95.7;17 / 21;28010;2022-01-19 18:51:16:853
0.6973;6.1711;2.2075;2.0339;8.0176;5.268;2.0057;-1.0173;-1.3422;0.4069;1.0515;-0.49;0.6225;-26.17;-40.86;-7.14;116.03;-54.84;-21.11;0.0;59.263;47.666138;9.165517;445.68;NaN;29.59;3.790092;104.2;17 / 21;28507;2022-01-19 18:51:17:350
0.7332;4.3096;-0.3077;1.1761;8.0953;5.4086;-1.4946;1.7942;5.2556;1.296;-1.3642;0.7286;0.6225;-24.07;-41.04;-14.7;127.02;-47.15;8.29;0.0;63.031;47.666138;9.165517;445.68;NaN;29.59;3.790092;104.2;17 / 21;29008;2022-01-19 18:51:17:851
-1.4222;8.5281;5.621;-1.436;6.5239;7.1796;-2.4882;3.3025;6.9825;0.9066;-1.196;1.0321;0.6225;-19.28;-42.39;-19.31;133.8;-41.7;11.31;0.0;62.098;47.666122;9.165612;445.49;NaN;27.83;3.790092;101.1;17 / 21;29507;2022-01-19 18:51:18:350
-1.8872;9.5535;14.379;-0.3445;7.7895;5.9477;1.5902;1.7868;-4.184;-1.8917;1.598;-1.165;0.6225;-19.41;-41.14;-17.06;108.08;-56.6;-17.72;0.0;59.004;47.666122;9.165612;445.49;NaN;27.83;3.790092;101.1;17 / 21;30008;2022-01-19 18:51:18:851
1.4952;8.1882;1.5682;1.4241;8.1674;5.2379;0.7188;-2.716;-3.2542;0.271;0.8788;-0.4053;0.6225;-26.1;-42.11;-7.5;115.03;-55.63;-20.21;0.0;58.293;47.666107;9.165719;446.02;NaN;28.73;3.790092;98.7;17 / 21;30508;2022-01-19 18:51:19:351
3.9409;7.5268;-4.2551;0.764;7.6976;6.0278;-0.9376;0.2892;2.0988;-0.1174;-0.5635;0.1032;0.6225;-27.58;-41.36;-4.69;127.41;-46.15;6.86;0.0;59.872;47.666107;9.165719;446.02;NaN;28.73;3.790092;98.7;17 / 21;31007;2022-01-19 18:51:19:850
-4.194;8.3653;9.7318;-1.4295;6.8964;6.824;1.5618;-0.9106;0.5294;-0.6808;0.2106;-0.2497;0.6225;-15.41;-42.36;-19.71;116.22;-57.63;-17.0;0.0;62.332;47.666096;9.165819;445.83;NaN;27.79;3.790092;104.7;17 / 21;31508;2022-01-19 18:51:20:351
0.7117;8.6;2.0279;1.8632;7.855;5.5675;1.0678;-1.4718;-0.7396;0.0047;1.014;-0.577;0.6225;-26.12;-41.18;-10.26;110.77;-57.39;-13.89;0.0;60.39;47.666096;9.165819;445.83;NaN;27.79;3.790092;104.7;17 / 21;32008;2022-01-19 18:51:20:851
1.7729;7.7069;-4.7393;0.8739;7.784;5.9005;-1.8478;5.3118;2.585;0.3108;-1.4279;0.9141;0.6225;-23.83;-42.84;-11.66;122.38;-52.54;-8.42;0.0;62.865;47.666077;9.165923;446.22;NaN;28.94;3.790092;106.5;18 / 21;32509;2022-01-19 18:51:21:352
-3.3627;7.2059;6.189;-1.5005;6.7277;6.9754;-0.552;2.8688;3.9806;0.5322;0.079;0.1415;0.6225;-15.66;-41.77;-20.21;124.06;-51.06;2.75;0.0;59.888;47.666077;9.165923;446.22;NaN;28.94;3.790092;106.5;18 / 21;33008;2022-01-19 18:51:21:851
1.646;8.5808;3.4465;1.9684;8.1994;5.0065;-0.0171;-3.0398;-2.1958;-0.2988;1.0054;-0.831;0.6225;-23.64;-42.49;-7.14;117.4;-56.73;-21.46;0.0;59.152;47.666065;9.16602;446.2;NaN;27.86;3.790092;105.4;18 / 21;33508;2022-01-19 18:51:22:351
4.1785;5.0045;-7.5729;1.8962;8.2479;4.9544;-1.4987;-0.3546;4.6295;1.504;-1.0615;0.8152;0.6225;-26.06;-41.23;-7.52;128.3;-50.22;1.82;0.0;64.013;47.666065;9.16602;446.2;NaN;27.86;3.790092;105.4;18 / 21;34008;2022-01-19 18:51:22:851
-3.2382;9.587;8.3163;-0.6477;6.884;6.9542;-1.0407;2.6158;1.8013;0.9317;-0.5964;1.0137;0.6225;-14.91;-37.82;-18.34;132.95;-44.59;5.32;0.0;61.763;47.666042;9.166134;446.11;NaN;30.89;3.790092;105.7;18 / 21;34507;2022-01-19 18:51:23:350
0.3023;8.0469;2.8066;1.1614;8.4833;4.7808;0.918;-0.9449;-3.2849;0.08;1.0286;-0.7952;0.6225;-23.51;-37.52;-8.4;106.19;-58.29;-24.15;0.0;61.727;47.666042;9.166134;446.11;NaN;30.89;3.790092;105.7;18 / 21;35007;2022-01-19 18:51:23:850
7.6519;7.6848;4.5508;0.4725;7.6535;6.1132;-1.8545;1.3121;4.0081;-0.759;-0.8483;0.3774;0.6225;-25.37;-35.72;-5.31;124.89;-51.3;-4.42;0.0;62.229;47.666027;9.166237;444.97;NaN;29.77;3.790092;101.2;18 / 21;35508;2022-01-19 18:51:24:351
0.1131;6.0873;4.373;-1.5037;6.0755;7.5497;-0.14;5.1815;10.6105;0.3401;-1.2158;0.9133;0.6225;-13.8;-36.75;-22.44;127.04;-44.25;6.25;0.0;64.018;47.666027;9.166237;444.97;NaN;29.77;3.790092;101.2;18 / 21;36007;2022-01-19 18:51:24:850
-1.6071;7.2083;7.3077;-0.5253;7.3688;6.4494;2.2859;0.5746;-2.5808;-1.7249;1.5443;-1.0815;0.6225;-18.66;-39.04;-16.11;113.84;-54.28;-13.91;0.0;58.888;47.666008;9.166347;445.45;NaN;28.4;3.790092;102.3;18 / 21;36507;2022-01-19 18:51:25:350
1.9483;6.1615;2.7204;1.6867;8.1374;5.2066;0.5116;-0.0835;-3.6852;0.1395;0.1272;-0.2804;0.6225;-23.27;-39.02;-8.83;129.62;-48.51;-0.3;0.0;58.019;47.666008;9.166347;445.45;NaN;28.4;3.790092;102.3;18 / 21;37008;2022-01-19 18:51:25:851
-1.0439;9.4912;9.921;-0.2236;7.3467;6.492;-2.2183;1.1294;1.2964;0.7418;-1.1877;1.2979;0.6225;-21.56;-37.35;-17.46;118.68;-48.52;1.97;0.0;62.821;47.666004;9.166449;445.12;NaN;30.42;3.790092;103.0;18 / 21;37508;2022-01-19 18:51:26:351
-2.4954;8.9956;13.4997;0.4627;7.9685;5.6973;2.0286;0.6231;-3.2418;-1.1383;0.6799;-0.2337;0.6225;-16.69;-37.91;-19.84;117.65;-53.3;-19.2;0.0;62.288;47.666004;9.166449;445.12;NaN;30.42;3.790092;103.0;18 / 21;38007;2022-01-19 18:51:26:850
1.6628;6.9881;1.9465;1.6733;7.8511;5.633;0.6927;-2.4224;-1.4413;-0.2923;-0.2406;-0.1871;0.6225;-26.44;-38.64;-9.79;113.87;-53.19;-16.54;0.0;62.152;47.665993;9.166557;445.58;NaN;30.35;3.790092;101.2;18 / 21;38508;2022-01-19 18:51:27:351
0.6853;6.0322;9.071;0.6614;7.5187;6.2612;-2.266;1.201;4.1435;1.1797;-1.158;0.8897;0.6225;-26.01;-37.12;-10.95;127.31;-42.76;12.56;0.0;63.778;47.665993;9.166557;445.58;NaN;30.35;3.790092;101.2;18 / 21;39007;2022-01-19 18:51:27:850
-3.7391;8.9405;12.4391;-0.9383;7.3689;6.4023;-0.6732;0.604;-1.3067;0.4684;-0.1374;0.3028;0.6225;-18.3;-36.62;-16.09;112.09;-56.09;-20.42;0.0;58.487;47.665977;9.166663;446.29;NaN;28.87;3.790092;103.0;18 / 21;39509;2022-01-19 18:51:28:352
1.8328;8.5617;2.9167;1.7488;7.8371;5.6296;0.2103;-2.7793;-2.4312;0.0885;0.3198;-0.4395;0.6225;-26.42;-37.28;-6.58;109.56;-53.65;-19.78;0.0;58.124;47.665977;9.166663;446.29;NaN;28.87;3.790092;103.0;18 / 21;40009;2022-01-19 18:51:28:852
1.7633;4.0773;3.4201;-0.2129;7.2798;6.5673;-1.3456;2.3812;0.9657;0.5905;-1.3531;0.5507;0.6225;-26.29;-38.76;-8.91;127.38;-47.93;1.86;0.0;63.092;47.66596;9.166777;447.0;NaN;31.46;3.790092;102.3;18 / 21;40508;2022-01-19 18:51:29:351
-1.3743;7.6345;8.4168;-1.6956;6.3996;7.2347;-0.3545;1.7654;1.8237;-0.498;0.461;-0.1197;0.6225;-14.72;-36.68;-23.92;115.53;-51.14;0.02;0.0;60.604;47.66596;9.166777;447.0;NaN;31.46;3.790092;102.3;18 / 21;41008;2022-01-19 18:51:29:851
1.6747;8.1738;2.059;0.8232;8.2305;5.268;1.3467;-0.6089;-3.2667;-0.5296;1.0025;-0.7863;0.6225;-25.2;-38.46;-4.89;114.2;-56.38;-21.06;0.0;57.743;47.665936;9.166886;447.67;NaN;30.2;3.790092;108.7;18 / 21;41507;2022-01-19 18:51:30:350
3.3639;6.353;5.1134;1.3517;7.9479;5.5835;-1.8259;0.4747;3.6467;-0.9547;-0.3587;-0.0642;0.6225;-27.04;-37.69;-7.29;130.24;-46.03;5.79;0.0;63.611;47.665936;9.166886;447.67;NaN;30.2;3.790092;108.7;18 / 21;42008;2022-01-19 18:51:30:851
