sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.9878;3.5482;9.8156;-2.1591;2.8922;9.1183;-1.3411;0.9228;0.471;-1.1936;-1.8872;1.1144;0.0;26.08;-13.41;-35.64;268.91;-17.15;13.32;5.0;40.226;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;15;2022-01-17 18:59:06:862
-1.9878;3.5482;9.8156;-2.1591;2.8922;9.1183;-1.3411;0.9228;0.471;-1.1936;-1.8872;1.1144;0.0;26.08;-13.41;-35.64;268.91;-17.15;13.32;5.0;40.226;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;45;2022-01-17 18:59:06:892
-1.9878;3.5482;9.8156;0.2061;1.6345;9.6673;-1.3411;0.9228;0.471;-1.1936;-1.8872;1.1144;0.0;26.08;-13.41;-35.64;268.91;-17.15;13.32;5.0;40.226;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;75;2022-01-17 18:59:06:922
2.566;0.3118;10.3645;0.2061;1.6345;9.6673;-1.3411;0.9228;0.471;-1.1936;-1.8872;1.1144;0.0;15.08;-9.75;-41.51;259.61;-9.59;-1.22;5.0;40.226;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;105;2022-01-17 18:59:06:952
2.566;0.3118;10.3645;0.2061;1.6345;9.6673;-0.7866;0.3286;0.0956;-1.1936;-1.8872;1.1144;0.0;15.08;-9.75;-41.51;259.61;-9.59;-1.22;5.0;40.226;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;134;2022-01-17 18:59:06:981
2.566;0.3118;10.3645;0.2061;1.6345;9.6673;-0.7866;0.3286;0.0956;0.1214;-2.0053;-0.1586;0.0;15.08;-9.75;-41.51;259.61;-9.59;-1.22;5.0;40.226;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;164;2022-01-17 18:59:07:011
2.566;0.3118;10.3645;0.2061;1.6345;9.6673;-0.7866;0.3286;0.0956;0.1214;-2.0053;-0.1586;0.0;15.08;-9.75;-41.51;259.61;-9.59;-1.22;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;195;2022-01-17 18:59:07:042
5.6659;-0.2897;8.4791;2.9744;1.0292;9.2878;-0.7866;0.3286;0.0956;0.1214;-2.0053;-0.1586;0.0;15.08;-9.75;-41.51;259.61;-9.59;-1.22;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;224;2022-01-17 18:59:07:071
5.6659;-0.2897;8.4791;2.9744;1.0292;9.2878;-0.7866;0.3286;0.0956;0.1214;-2.0053;-0.1586;0.0;4.01;-10.27;-43.14;251.16;-6.02;-17.76;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;254;2022-01-17 18:59:07:101
5.6659;-0.2897;8.4791;2.9744;1.0292;9.2878;1.6152;-1.2595;-1.2971;0.1214;-2.0053;-0.1586;0.0;4.01;-10.27;-43.14;251.16;-6.02;-17.76;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;285;2022-01-17 18:59:07:132
4.212;1.6915;8.6993;2.9744;1.0292;9.2878;1.6152;-1.2595;-1.2971;0.2061;-0.2684;-0.5654;0.0;4.01;-10.27;-43.14;251.16;-6.02;-17.76;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;314;2022-01-17 18:59:07:161
4.212;1.6915;8.6993;3.8076;1.6536;8.8847;1.6152;-1.2595;-1.2971;0.2061;-0.2684;-0.5654;0.0;4.01;-10.27;-43.14;251.16;-6.02;-17.76;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;344;2022-01-17 18:59:07:191
4.212;1.6915;8.6993;3.8076;1.6536;8.8847;1.6152;-1.2595;-1.2971;0.2061;-0.2684;-0.5654;0.0;2.61;-11.96;-43.82;255.47;-9.71;-23.2;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;374;2022-01-17 18:59:07:221
5.3834;-0.0066;10.1317;3.8076;1.6536;8.8847;-1.1323;1.3675;-0.6836;0.2061;-0.2684;-0.5654;0.0;2.61;-11.96;-43.82;255.47;-9.71;-23.2;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;404;2022-01-17 18:59:07:251
5.3834;-0.0066;10.1317;3.8076;1.6536;8.8847;-1.1323;1.3675;-0.6836;0.1776;0.6774;-0.2419;0.0;2.61;-11.96;-43.82;255.47;-9.71;-23.2;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;434;2022-01-17 18:59:07:281
5.3834;-0.0066;10.1317;3.8076;1.6536;8.8847;-1.1323;1.3675;-0.6836;0.1776;0.6774;-0.2419;0.0;2.61;-11.96;-43.82;255.47;-9.71;-23.2;5.0;44.55;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;464;2022-01-17 18:59:07:311
5.3834;-0.0066;10.1317;3.3452;1.8492;9.0311;-1.1323;1.3675;-0.6836;0.1776;0.6774;-0.2419;0.0;2.61;-11.96;-43.82;255.47;-9.71;-23.2;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;494;2022-01-17 18:59:07:341
2.8389;2.4726;9.1381;3.3452;1.8492;9.0311;-1.1323;1.3675;-0.6836;0.1776;0.6774;-0.2419;0.0;5.74;-12.49;-44.25;258.12;-10.87;-20.32;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;524;2022-01-17 18:59:07:371
2.8389;2.4726;9.1381;3.3452;1.8492;9.0311;0.5895;0.963;-1.0237;0.1776;0.6774;-0.2419;0.0;5.74;-12.49;-44.25;258.12;-10.87;-20.32;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;554;2022-01-17 18:59:07:401
2.8389;2.4726;9.1381;3.3452;1.8492;9.0311;0.5895;0.963;-1.0237;-0.0029;0.4933;0.1527;0.0;5.74;-12.49;-44.25;258.12;-10.87;-20.32;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;585;2022-01-17 18:59:07:432
2.8389;2.4726;9.1381;3.3452;1.8492;9.0311;0.5895;0.963;-1.0237;-0.0029;0.4933;0.1527;0.0;5.74;-12.49;-44.25;258.12;-10.87;-20.32;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;614;2022-01-17 18:59:07:461
2.8293;1.749;10.012;2.4624;1.9741;9.2849;0.5895;0.963;-1.0237;-0.0029;0.4933;0.1527;0.0;9.06;-12.52;-42.82;256.24;-11.61;-14.85;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;644;2022-01-17 18:59:07:491
2.8293;1.749;10.012;2.4624;1.9741;9.2849;0.5895;0.963;-1.0237;-0.0029;0.4933;0.1527;0.0;9.06;-12.52;-42.82;256.24;-11.61;-14.85;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;674;2022-01-17 18:59:07:521
3.4429;1.8495;8.4336;2.4624;1.9741;9.2849;0.4025;0.0531;0.5335;-0.0029;0.4933;0.1527;0.0;9.06;-12.52;-42.82;256.24;-11.61;-14.85;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;705;2022-01-17 18:59:07:552
3.4429;1.8495;8.4336;2.4624;1.9741;9.2849;0.4025;0.0531;0.5335;0.2101;0.315;-0.235;0.0;9.06;-12.52;-42.82;256.24;-11.61;-14.85;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;734;2022-01-17 18:59:07:581
3.4429;1.8495;8.4336;2.0719;2.1841;9.3331;0.4025;0.0531;0.5335;0.2101;0.315;-0.235;0.0;9.06;-12.52;-42.82;256.24;-11.61;-14.85;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;764;2022-01-17 18:59:07:611
3.4429;1.8495;8.4336;2.0719;2.1841;9.3331;0.4025;0.0531;0.5335;0.2101;0.315;-0.235;0.0;10.33;-14.16;-42.0;255.16;-12.87;-12.52;5.0;47.343;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;795;2022-01-17 18:59:07:642
2.894;2.5995;7.9667;2.0719;2.1841;9.3331;0.0937;0.0998;0.5337;0.2101;0.315;-0.235;0.0;10.33;-14.16;-42.0;255.16;-12.87;-12.52;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;825;2022-01-17 18:59:07:672
2.894;2.5995;7.9667;2.0719;2.1841;9.3331;0.0937;0.0998;0.5337;0.2101;0.315;-0.235;0.0;10.33;-14.16;-42.0;255.16;-12.87;-12.52;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;854;2022-01-17 18:59:07:701
2.894;2.5995;7.9667;2.0719;2.1841;9.3331;0.0937;0.0998;0.5337;0.0977;0.2772;-0.0336;0.0;10.33;-14.16;-42.0;255.16;-12.87;-12.52;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;885;2022-01-17 18:59:07:732
2.894;2.5995;7.9667;1.9707;2.4736;9.2827;0.0937;0.0998;0.5337;0.0977;0.2772;-0.0336;0.0;10.78;-13.67;-42.11;259.07;-14.61;-11.99;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;915;2022-01-17 18:59:07:762
1.3132;3.1478;8.2373;1.9707;2.4736;9.2827;0.0937;0.0998;0.5337;0.0977;0.2772;-0.0336;0.0;10.78;-13.67;-42.11;259.07;-14.61;-11.99;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;944;2022-01-17 18:59:07:791
1.3132;3.1478;8.2373;1.9707;2.4736;9.2827;0.1289;0.1354;-0.5193;0.0977;0.2772;-0.0336;0.0;10.78;-13.67;-42.11;259.07;-14.61;-11.99;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;974;2022-01-17 18:59:07:821
1.3132;3.1478;8.2373;1.9707;2.4736;9.2827;0.1289;0.1354;-0.5193;0.1112;0.4293;-0.0421;0.0;10.78;-13.67;-42.11;259.07;-14.61;-11.99;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1004;2022-01-17 18:59:07:851
1.3922;3.1214;9.7342;1.5634;2.5046;9.3517;0.1289;0.1354;-0.5193;0.1112;0.4293;-0.0421;0.0;12.75;-15.32;-40.43;255.78;-14.61;-11.99;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1034;2022-01-17 18:59:07:881
1.3922;3.1214;9.7342;1.5634;2.5046;9.3517;0.1289;0.1354;-0.5193;0.1112;0.4293;-0.0421;0.0;12.75;-15.32;-40.43;255.78;-14.61;-11.99;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1064;2022-01-17 18:59:07:911
1.3922;3.1214;9.7342;1.5634;2.5046;9.3517;0.1133;0.271;0.6336;0.1112;0.4293;-0.0421;0.0;12.75;-15.32;-40.43;255.78;-14.61;-11.99;5.0;46.618;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1113;2022-01-17 18:59:07:960
-0.917;5.9173;9.4086;1.5634;2.5046;9.3517;0.1133;0.271;0.6336;0.1112;0.4293;-0.0421;0.0;12.75;-15.32;-40.43;255.78;-14.61;-11.99;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1129;2022-01-17 18:59:07:976
-0.917;5.9173;9.4086;1.5634;2.5046;9.3517;0.1133;0.271;0.6336;1.1347;0.63;-0.6971;0.0;12.75;-15.32;-40.43;255.78;-14.61;-11.99;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1154;2022-01-17 18:59:08:001
-0.917;5.9173;9.4086;1.2158;3.2792;9.1618;0.1133;0.271;0.6336;1.1347;0.63;-0.6971;0.0;14.72;-16.89;-40.24;251.9;-14.8;-9.49;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1185;2022-01-17 18:59:08:032
-0.917;5.9173;9.4086;1.2158;3.2792;9.1618;0.1133;0.271;0.6336;1.1347;0.63;-0.6971;0.0;14.72;-16.89;-40.24;251.9;-14.8;-9.49;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1214;2022-01-17 18:59:08:061
1.5479;4.3144;8.0553;1.2158;3.2792;9.1618;-3.4594;3.1314;-0.8894;1.1347;0.63;-0.6971;0.0;14.72;-16.89;-40.24;251.9;-14.8;-9.49;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1244;2022-01-17 18:59:08:091
1.5479;4.3144;8.0553;1.2158;3.2792;9.1618;-3.4594;3.1314;-0.8894;0.9301;1.4194;1.5266;0.0;14.72;-16.89;-40.24;251.9;-14.8;-9.49;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1274;2022-01-17 18:59:08:121
1.5479;4.3144;8.0553;1.2158;3.2792;9.1618;-3.4594;3.1314;-0.8894;0.9301;1.4194;1.5266;0.0;17.81;-24.77;-35.66;241.19;-19.54;-7.56;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1304;2022-01-17 18:59:08:151
1.1887;4.5304;10.5896;0.2511;4.4319;8.7444;-3.4594;3.1314;-0.8894;0.9301;1.4194;1.5266;0.0;17.81;-24.77;-35.66;241.19;-19.54;-7.56;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1335;2022-01-17 18:59:08:182
1.1887;4.5304;10.5896;0.2511;4.4319;8.7444;-3.4594;3.1314;-0.8894;0.9301;1.4194;1.5266;0.0;17.81;-24.77;-35.66;241.19;-19.54;-7.56;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1364;2022-01-17 18:59:08:211
1.1887;4.5304;10.5896;0.2511;4.4319;8.7444;0.9011;-2.1556;3.6215;0.9301;1.4194;1.5266;0.0;17.81;-24.77;-35.66;241.19;-19.54;-7.56;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1395;2022-01-17 18:59:08:242
1.4688;3.304;4.953;0.2511;4.4319;8.7444;0.9011;-2.1556;3.6215;0.2221;0.588;1.5157;0.0;17.81;-24.77;-35.66;241.19;-19.54;-7.56;5.0;44.262;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1425;2022-01-17 18:59:08:272
1.4688;3.304;4.953;0.6487;5.4368;8.1358;0.9011;-2.1556;3.6215;0.2221;0.588;1.5157;0.0;15.54;-31.59;-30.54;228.86;-26.87;-1.64;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1455;2022-01-17 18:59:08:302
1.4688;3.304;4.953;0.6487;5.4368;8.1358;0.9011;-2.1556;3.6215;0.2221;0.588;1.5157;0.0;15.54;-31.59;-30.54;228.86;-26.87;-1.64;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1484;2022-01-17 18:59:08:331
3.9744;4.4538;8.9866;0.6487;5.4368;8.1358;0.9011;-2.1556;3.6215;0.2221;0.588;1.5157;0.0;15.54;-31.59;-30.54;228.86;-26.87;-1.64;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1514;2022-01-17 18:59:08:361
3.9744;4.4538;8.9866;0.6487;5.4368;8.1358;0.9011;-2.1556;3.6215;0.2221;0.588;1.5157;0.0;15.54;-31.59;-30.54;228.86;-26.87;-1.64;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;14 / 19;1544;2022-01-17 18:59:08:391
3.9744;4.4538;8.9866;1.3725;5.1835;8.2109;-0.8297;-1.0016;-0.8675;1.625;-4.1102;3.5355;0.0;-0.71;-36.94;-29.7;194.17;-31.91;-9.49;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1574;2022-01-17 18:59:08:421
3.9744;4.4538;8.9866;1.3725;5.1835;8.2109;-0.8297;-1.0016;-0.8675;1.625;-4.1102;3.5355;0.0;-0.71;-36.94;-29.7;194.17;-31.91;-9.49;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1604;2022-01-17 18:59:08:451
5.7353;3.3279;7.5088;1.3725;5.1835;8.2109;-0.8297;-1.0016;-0.8675;1.625;-4.1102;3.5355;0.0;-0.71;-36.94;-29.7;194.17;-31.91;-9.49;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1635;2022-01-17 18:59:08:482
5.7353;3.3279;7.5088;1.3725;5.1835;8.2109;-0.8297;-1.0016;-0.8675;1.625;-4.1102;3.5355;0.0;-0.71;-36.94;-29.7;194.17;-31.91;-9.49;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1667;2022-01-17 18:59:08:514
5.7353;3.3279;7.5088;6.8314;4.3234;5.5507;0.0204;-1.4772;1.1723;1.625;-4.1102;3.5355;0.0;-0.71;-36.94;-29.7;194.17;-31.91;-9.49;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1695;2022-01-17 18:59:08:542
5.7353;3.3279;7.5088;6.8314;4.3234;5.5507;0.0204;-1.4772;1.1723;1.625;-4.1102;3.5355;0.0;-26.49;-31.74;-18.58;173.53;-26.16;-50.9;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1724;2022-01-17 18:59:08:571
7.3592;2.0147;7.7674;6.8314;4.3234;5.5507;0.0204;-1.4772;1.1723;0.3678;-1.8727;5.3023;0.0;-26.49;-31.74;-18.58;173.53;-26.16;-50.9;5.0;42.628;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1754;2022-01-17 18:59:08:601
7.3592;2.0147;7.7674;6.8314;4.3234;5.5507;0.0204;-1.4772;1.1723;0.3678;-1.8727;5.3023;0.0;-26.49;-31.74;-18.58;173.53;-26.16;-50.9;5.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1785;2022-01-17 18:59:08:632
7.3592;2.0147;7.7674;9.2827;-0.661;3.0928;-2.4619;2.4968;4.1973;0.3678;-1.8727;5.3023;0.0;-26.49;-31.74;-18.58;173.53;-26.16;-50.9;5.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1814;2022-01-17 18:59:08:661
7.3592;2.0147;7.7674;9.2827;-0.661;3.0928;-2.4619;2.4968;4.1973;0.3678;-1.8727;5.3023;0.0;-41.68;-10.8;-6.19;151.19;3.86;-71.57;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1845;2022-01-17 18:59:08:692
5.9101;-5.0422;4.7543;9.2827;-0.661;3.0928;-2.4619;2.4968;4.1973;2.2214;-1.8998;5.366;0.0;-41.68;-10.8;-6.19;151.19;3.86;-71.57;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1875;2022-01-17 18:59:08:722
5.9101;-5.0422;4.7543;9.2827;-0.661;3.0928;-2.4619;2.4968;4.1973;2.2214;-1.8998;5.366;0.0;-41.68;-10.8;-6.19;151.19;3.86;-71.57;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1905;2022-01-17 18:59:08:752
5.9101;-5.0422;4.7543;9.2827;-0.661;3.0928;-2.4619;2.4968;4.1973;2.2214;-1.8998;5.366;0.0;-41.68;-10.8;-6.19;151.19;3.86;-71.57;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1935;2022-01-17 18:59:08:782
3.0526;-7.993;-7.9853;7.6035;-6.0548;1.3025;-3.2157;-0.0044;0.7541;2.2214;-1.8998;5.366;0.0;-41.68;-10.8;-6.19;151.19;3.86;-71.57;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1965;2022-01-17 18:59:08:812
3.0526;-7.993;-7.9853;7.6035;-6.0548;1.3025;-3.2157;-0.0044;0.7541;2.2214;-1.8998;5.366;0.0;-37.84;19.73;2.66;127.06;38.13;-80.28;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;1994;2022-01-17 18:59:08:841
3.0526;-7.993;-7.9853;7.6035;-6.0548;1.3025;-3.2157;-0.0044;0.7541;0.2072;2.3472;4.5038;0.0;-37.84;19.73;2.66;127.06;38.13;-80.28;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2025;2022-01-17 18:59:08:872
3.0526;-7.993;-7.9853;7.6035;-6.0548;1.3025;-3.2157;-0.0044;0.7541;0.2072;2.3472;4.5038;0.0;-37.84;19.73;2.66;127.06;38.13;-80.28;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2054;2022-01-17 18:59:08:901
1.7633;-13.7331;-0.6692;1.8267;-9.5963;0.8631;-5.4488;-0.3879;1.2597;0.2072;2.3472;4.5038;0.0;-37.84;19.73;2.66;127.06;38.13;-80.28;0.0;41.714;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2085;2022-01-17 18:59:08:932
1.7633;-13.7331;-0.6692;1.8267;-9.5963;0.8631;-5.4488;-0.3879;1.2597;0.2072;2.3472;4.5038;0.0;-19.2;38.42;0.13;137.9;78.11;-64.71;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2114;2022-01-17 18:59:08:961
1.7633;-13.7331;-0.6692;1.8267;-9.5963;0.8631;-5.4488;-0.3879;1.2597;0.081;-0.2899;2.5235;0.0;-19.2;38.42;0.13;137.9;78.11;-64.71;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2144;2022-01-17 18:59:08:991
1.7633;-13.7331;-0.6692;1.8267;-9.5963;0.8631;-5.4488;-0.3879;1.2597;0.081;-0.2899;2.5235;0.0;-19.2;38.42;0.13;137.9;78.11;-64.71;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2174;2022-01-17 18:59:09:021
1.7633;-13.7331;-0.6692;1.8267;-9.5963;0.8631;-5.4488;-0.3879;1.2597;0.081;-0.2899;2.5235;0.0;-19.2;38.42;0.13;137.9;78.11;-64.71;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2204;2022-01-17 18:59:09:051
1.2175;-13.1747;12.6522;-2.3897;-9.5095;0.1706;-1.9853;-1.0834;-1.3933;0.081;-0.2899;2.5235;0.0;-9.54;41.33;2.27;356.3;75.86;85.92;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2234;2022-01-17 18:59:09:081
1.2175;-13.1747;12.6522;-2.3897;-9.5095;0.1706;-1.9853;-1.0834;-1.3933;0.081;-0.2899;2.5235;0.0;-9.54;41.33;2.27;356.3;75.86;85.92;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2264;2022-01-17 18:59:09:111
1.2175;-13.1747;12.6522;-2.3897;-9.5095;0.1706;-1.9853;-1.0834;-1.3933;0.2232;0.4322;-0.7664;0.0;-9.54;41.33;2.27;356.3;75.86;85.92;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2294;2022-01-17 18:59:09:141
1.2175;-13.1747;12.6522;-2.3897;-9.5095;0.1706;-1.9853;-1.0834;-1.3933;0.2232;0.4322;-0.7664;0.0;-9.54;41.33;2.27;356.3;75.86;85.92;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2324;2022-01-17 18:59:09:171
-3.3267;-8.652;1.257;-1.7543;-9.6383;0.4423;0.2101;-13.0764;4.0162;0.2232;0.4322;-0.7664;0.0;-9.54;41.33;2.27;356.3;75.86;85.92;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2355;2022-01-17 18:59:09:202
-3.3267;-8.652;1.257;-1.7543;-9.6383;0.4423;0.2101;-13.0764;4.0162;0.2232;0.4322;-0.7664;0.0;-14.74;40.28;3.58;359.46;79.37;75.85;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2384;2022-01-17 18:59:09:231
-3.3267;-8.652;1.257;-1.7543;-9.6383;0.4423;0.2101;-13.0764;4.0162;0.2232;0.4322;-0.7664;0.0;-14.74;40.28;3.58;359.46;79.37;75.85;0.0;58.076;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2414;2022-01-17 18:59:09:261
-1.5736;-9.3111;1.7526;-1.7543;-9.6383;0.4423;0.2101;-13.0764;4.0162;0.0368;1.1407;-0.2185;0.0;-14.74;40.28;3.58;359.46;79.37;75.85;0.0;60.059;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2445;2022-01-17 18:59:09:292
-1.5736;-9.3111;1.7526;-1.7543;-9.6383;0.4423;0.2101;-13.0764;4.0162;0.0368;1.1407;-0.2185;0.0;-14.74;40.28;3.58;359.46;79.37;75.85;0.0;60.059;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2475;2022-01-17 18:59:09:322
-1.5736;-9.3111;1.7526;-1.6903;-9.6597;-0.0556;-0.7707;0.7126;-0.9456;0.0368;1.1407;-0.2185;0.0;-15.97;39.58;0.84;356.14;80.07;91.89;0.0;60.059;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2507;2022-01-17 18:59:09:354
-1.5736;-9.3111;1.7526;-1.6903;-9.6597;-0.0556;-0.7707;0.7126;-0.9456;0.0368;1.1407;-0.2185;0.0;-15.97;39.58;0.84;356.14;80.07;91.89;0.0;60.059;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2534;2022-01-17 18:59:09:381
-2.9317;-9.9623;-1.3785;-1.6903;-9.6597;-0.0556;-0.7707;0.7126;-0.9456;0.7427;1.3703;-0.4429;0.0;-15.97;39.58;0.84;356.14;80.07;91.89;0.0;60.059;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2564;2022-01-17 18:59:09:411
-2.9317;-9.9623;-1.3785;-1.6903;-9.6597;-0.0556;-0.7707;0.7126;-0.9456;0.7427;1.3703;-0.4429;0.0;-15.97;39.58;0.84;356.14;80.07;91.89;0.0;60.059;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2594;2022-01-17 18:59:09:441
-2.9317;-9.9623;-1.3785;-1.2636;-9.6717;1.0159;-1.5436;-0.1942;-1.7581;0.7427;1.3703;-0.4429;0.0;-17.12;38.12;-9.51;54.47;80.48;51.2;0.0;60.059;47.665234;9.172355;458.69;NaN;0.0;3.790092;;15 / 20;2625;2022-01-17 18:59:09:472
